fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality,QualityBins,Price range,PH Ratio,Alcohol content
6.3,0.4,0.24,5.1,0.036,43,131,0.99186,3.24,0.44,11.3,6,Medium,Expensive,1.574074074,High
5.1,0.35,0.26,6.8,0.034,36,120,0.99188,3.38,0.4,11.5,6,Medium,Expensive,2.01183432,High
5.1,0.35,0.26,6.8,0.034,36,120,0.99188,3.38,0.4,11.5,6,Medium,Expensive,2.01183432,High
6.3,0.3,0.2,3.7,0.039,34,132,0.99158,3,0.38,10.7,5,Low,Medium,1.233333333,Medium
6.9,0.28,0.28,12.2,0.042,52,139,0.99522,3.03,0.56,10.4,6,Medium,Low,4.02640264,Medium
7,0.33,0.28,5.7,0.033,39,204,0.99176,3.17,0.64,12.5,6,Medium,Medium,1.798107256,High
6.7,0.26,0.49,8.1,0.052,48,197,0.99558,3.19,0.48,9.5,5,Low,Medium,2.539184953,Medium
7.3,0.24,0.3,2.5,0.042,31,104,0.9911,3.05,0.56,11.3,7,High,Medium,0.819672131,High
6.7,0.46,0.21,4,0.034,12,88,0.99016,3.26,0.54,13,6,Medium,Expensive,1.226993865,High
5.1,0.35,0.26,6.8,0.034,36,120,0.99188,3.38,0.4,11.5,6,Medium,Medium,2.01183432,High
5.1,0.23,0.18,1,0.053,13,99,0.98956,3.22,0.39,11.5,5,Low,Expensive,0.310559006,High
6.3,0.4,0.24,5.1,0.036,43,131,0.99186,3.24,0.44,11.3,6,Medium,Medium,1.574074074,High
7.1,0.44,0.23,5.8,0.035,24,100,0.99062,3.15,0.57,13.2,7,High,Expensive,1.841269841,High
4.8,0.26,0.23,10.6,0.034,23,111,0.99274,3.46,0.28,11.5,7,High,Low,3.063583815,High
6.8,0.31,0.19,3.5,0.086,30,130,0.993,2.83,0.44,9.6,5,Low,Low,1.236749117,Medium
6.8,0.31,0.19,3.5,0.086,30,130,0.993,2.83,0.44,9.6,5,Low,Medium,1.236749117,Medium
7,0.15,0.29,16.4,0.058,45,110,0.9978,3.15,0.37,9.7,6,Medium,Low,5.206349206,Medium
6.5,0.41,0.22,4.8,0.052,49,142,0.9946,3.14,0.62,9.2,5,Low,Medium,1.52866242,Medium
6.2,0.31,0.23,3.3,0.052,34,113,0.99429,3.16,0.48,8.4,5,Low,Medium,1.044303797,Low
8,0.27,0.33,1.2,0.05,41,103,0.99002,3,0.45,12.4,6,Medium,Medium,0.4,High
8,0.27,0.33,1.2,0.05,41,103,0.99002,3,0.45,12.4,6,Medium,Low,0.4,High
6.5,0.41,0.22,4.8,0.052,49,142,0.9946,3.14,0.62,9.2,5,Low,Medium,1.52866242,Medium
6.2,0.31,0.23,3.3,0.052,34,113,0.99429,3.16,0.48,8.4,5,Low,Expensive,1.044303797,Low
6.7,0.37,0.25,2.5,0.028,24,84,0.9909,3.14,0.36,11.7,6,Medium,Medium,0.796178344,High
6.6,0.21,0.5,8.7,0.036,41,191,0.99294,2.96,0.56,11,6,Medium,Expensive,2.939189189,Medium
7.5,0.26,0.31,1.6,0.032,36,109,0.99044,2.97,0.43,11.9,6,Medium,Medium,0.538720539,High
7.5,0.34,0.28,4,0.028,46,100,0.98958,3.2,0.5,13.2,7,High,Expensive,1.25,High
6.7,0.37,0.25,2.5,0.028,24,84,0.9909,3.14,0.36,11.7,6,Medium,Medium,0.796178344,High
6.4,0.32,0.23,16.2,0.055,36,176,0.9986,3.26,0.54,9.1,5,Low,Expensive,4.969325153,Medium
6.7,0.24,0.32,9,0.023,20,109,0.99262,3.34,0.35,12.6,6,Medium,Medium,2.694610778,High
6.4,0.32,0.23,16.2,0.055,36,176,0.9986,3.26,0.54,9.1,5,Low,Low,4.969325153,Medium
7.1,0.39,0.79,1.4,0.194,23,90,0.99212,3.17,0.46,10.5,6,Medium,Low,0.441640379,Medium
8.2,0.31,0.43,7,0.047,18,87,0.99628,3.23,0.64,10.6,5,Low,Expensive,2.167182663,Medium
6.7,0.24,0.32,9,0.023,20,109,0.99262,3.34,0.35,12.6,6,Medium,Expensive,2.694610778,High
5.9,0.17,0.29,3.1,0.03,32,123,0.98913,3.41,0.33,13.7,7,High,Medium,0.909090909,High
5.9,0.2,0.23,1.5,0.037,38,93,0.99021,3.36,0.49,12,6,Medium,Low,0.446428571,High
6.6,0.32,0.26,4.6,0.031,26,120,0.99198,3.4,0.73,12.5,7,High,Low,1.352941176,High
5.9,0.12,0.27,4.8,0.03,40,110,0.99226,3.55,0.68,12.1,6,Medium,Expensive,1.352112676,High
5.9,0.18,0.29,4.6,0.032,68,137,0.99159,3.21,0.38,11.3,6,Medium,Medium,1.433021807,High
5.9,0.2,0.23,1.5,0.037,38,93,0.99021,3.36,0.49,12,6,Medium,Medium,0.446428571,High
5.4,0.17,0.27,2.7,0.049,28,104,0.99224,3.46,0.55,10.3,6,Medium,Expensive,0.780346821,Medium
6.1,0.21,0.3,6.3,0.039,47,136,0.99068,3.27,0.31,12.7,6,Medium,Medium,1.926605505,High
7.3,0.25,0.26,7.2,0.048,52,207,0.99587,3.12,0.37,9.2,5,Low,Medium,2.307692308,Medium
7.3,0.25,0.26,7.2,0.048,52,207,0.99587,3.12,0.37,9.2,5,Low,Medium,2.307692308,Medium
6.2,0.22,0.3,12.4,0.054,108,152,0.99728,3.1,0.47,9.5,6,Medium,Expensive,4,Medium
6.5,0.27,0.19,6.6,0.045,98,175,0.99364,3.16,0.34,10.1,6,Medium,Expensive,2.088607595,Medium
6.5,0.27,0.19,6.6,0.045,98,175,0.99364,3.16,0.34,10.1,6,Medium,Medium,2.088607595,Medium
6.6,0.39,0.22,4,0.038,17,98,0.99018,3.25,0.53,13,7,High,Medium,1.230769231,High
6,0.31,0.38,4.8,0.04,41,101,0.98968,3.24,0.56,13.1,6,Medium,Medium,1.481481481,High
8.4,0.23,0.32,1.3,0.048,59,113,0.99178,3.1,0.55,11,6,Medium,Medium,0.419354839,Medium
7.3,0.25,0.26,7.2,0.048,52,207,0.99587,3.12,0.37,9.2,5,Low,Medium,2.307692308,Medium
6,0.22,0.25,11.1,0.056,112,177,0.9961,3.08,0.36,9.4,6,Medium,Medium,3.603896104,Medium
6.2,0.22,0.3,12.4,0.054,108,152,0.99728,3.1,0.47,9.5,6,Medium,Medium,4,Medium
6.1,0.23,0.27,9.8,0.055,74,134,0.99534,3.16,0.4,10.2,6,Medium,Expensive,3.101265823,Medium
6.5,0.27,0.19,6.6,0.045,98,175,0.99364,3.16,0.34,10.1,6,Medium,Medium,2.088607595,Medium
7.3,0.36,0.54,13.3,0.054,63,193,0.99864,3.06,0.49,8.6,4,Low,Low,4.346405229,Low
7.6,0.37,0.51,11.7,0.094,58,181,0.99776,2.91,0.51,9,5,Low,Low,4.020618557,Low
6.7,0.26,0.51,8,0.062,50,194,0.99545,3.13,0.5,9.6,5,Low,Medium,2.555910543,Medium
7.4,0.22,0.27,1.6,0.057,45,98,0.99299,3.29,0.44,9.9,7,High,Medium,0.486322188,Medium
6.1,0.22,0.28,16.55,0.059,54,135,0.99665,3.2,0.38,10.5,5,Low,Medium,5.171875,Medium
7.1,0.28,0.31,1.5,0.053,20,98,0.99069,3.15,0.5,11.4,5,Low,Low,0.476190476,High
6.5,0.35,0.31,10.2,0.069,58,170,0.99692,3.18,0.49,9.4,5,Low,Medium,3.20754717,Medium
6.8,0.73,0.2,6.6,0.054,25,65,0.99324,3.12,0.28,11.1,4,Low,Medium,2.115384615,High
6,0.28,0.24,17.8,0.047,42,111,0.99896,3.1,0.45,8.9,6,Medium,Medium,5.741935484,Low
6,0.28,0.24,17.8,0.047,42,111,0.99896,3.1,0.45,8.9,6,Medium,Medium,5.741935484,Low
7.1,0.2,0.37,1.5,0.049,28,129,0.99226,3.15,0.52,10.8,5,Low,Medium,0.476190476,Medium
6.8,0.33,0.31,7.4,0.045,34,143,0.99226,3.06,0.55,12.2,6,Medium,Medium,2.418300654,High
6,0.28,0.24,17.8,0.047,42,111,0.99896,3.1,0.45,8.9,6,Medium,Low,5.741935484,Low
7.2,0.24,0.36,2,0.029,21,63,0.99076,3.13,0.63,12.5,6,Medium,Medium,0.638977636,High
6.8,0.33,0.31,7.4,0.045,34,143,0.99226,3.06,0.55,12.2,6,Medium,Low,2.418300654,High
7.2,0.24,0.36,2,0.029,21,63,0.99076,3.13,0.63,12.5,6,Medium,Medium,0.638977636,High
6,0.28,0.24,17.8,0.047,42,111,0.99896,3.1,0.45,8.9,6,Medium,Medium,5.741935484,Low
6.2,0.27,0.26,12.1,0.046,43,127,0.9951,3.16,0.37,10.8,6,Medium,Expensive,3.829113924,Medium
6.4,0.38,0.26,8.2,0.043,28,98,0.99234,2.99,0.31,11.4,6,Medium,Medium,2.742474916,High
7.1,0.2,0.37,1.5,0.049,28,129,0.99226,3.15,0.52,10.8,5,Low,Expensive,0.476190476,Medium
6,0.21,0.3,8.7,0.036,47,127,0.99368,3.18,0.39,10.6,5,Low,Expensive,2.735849057,Medium
7,0.34,0.1,3.5,0.044,17,63,0.9937,3.01,0.39,9.2,5,Low,Medium,1.162790698,Medium
5.9,0.435,0.16,6.4,0.031,21,134,0.99151,3.24,0.46,12.2,6,Medium,Expensive,1.975308642,High
7,0.25,0.33,2.1,0.021,17,76,0.99021,3.26,0.45,12.3,6,Medium,Medium,0.644171779,High
6.7,0.26,0.29,7.7,0.038,40,179,0.99479,3.23,0.56,10.4,6,Medium,Medium,2.383900929,Medium
7,0.24,0.3,12.3,0.035,72,172,0.9954,2.99,0.57,10.4,6,Medium,Medium,4.113712375,Medium
8.5,0.23,0.34,1.3,0.035,54,110,0.99176,3.07,0.55,11,7,High,Expensive,0.423452769,Medium
6,0.21,0.3,8.7,0.036,47,127,0.99368,3.18,0.39,10.6,5,Low,Expensive,2.735849057,Medium
7,0.34,0.1,3.5,0.044,17,63,0.9937,3.01,0.39,9.2,5,Low,Expensive,1.162790698,Medium
4.8,0.65,0.12,1.1,0.013,4,10,0.99246,3.32,0.36,13.5,4,Low,Low,0.331325301,High
6.1,0.22,0.38,2.8,0.144,12,65,0.9908,2.95,0.64,11.4,6,Medium,Low,0.949152542,High
5.8,0.27,0.26,3.5,0.071,26,69,0.98994,3.1,0.38,11.5,6,Medium,Low,1.129032258,High
5,0.455,0.18,1.9,0.036,33,106,0.98746,3.21,0.83,14,7,High,Low,0.591900312,High
6.5,0.33,0.3,3.8,0.036,34,88,0.99028,3.25,0.63,12.5,7,High,Low,1.169230769,High
6.5,0.33,0.3,3.8,0.036,34,88,0.99028,3.25,0.63,12.5,7,High,Expensive,1.169230769,High
6.7,0.31,0.3,2.4,0.038,30,83,0.98867,3.09,0.36,12.8,7,High,Expensive,0.776699029,High
6.2,0.39,0.24,4.8,0.037,45,138,0.99174,3.23,0.43,11.2,7,High,Expensive,1.486068111,High
6.2,0.39,0.24,4.8,0.037,45,138,0.99174,3.23,0.43,11.2,7,High,Expensive,1.486068111,High
7.1,0.37,0.3,6.2,0.04,49,139,0.99021,3.17,0.27,13.6,6,Medium,Low,1.955835962,High
7.2,0.23,0.82,1.3,0.149,70,109,0.99304,2.93,0.42,9.2,6,Medium,Low,0.443686007,Medium
6.5,0.33,0.3,3.8,0.036,34,88,0.99028,3.25,0.63,12.5,7,High,Medium,1.169230769,High
7.2,0.25,0.32,1.5,0.054,24,105,0.99154,3.17,0.48,11.1,6,Medium,Expensive,0.47318612,High
6.2,0.39,0.24,4.8,0.037,45,138,0.99174,3.23,0.43,11.2,7,High,Low,1.486068111,High
4.7,0.455,0.18,1.9,0.036,33,106,0.98746,3.21,0.83,14,7,High,Expensive,0.591900312,High
7.1,0.37,0.3,6.2,0.04,49,139,0.99021,3.17,0.27,13.6,6,Medium,Medium,1.955835962,High
6.2,0.28,0.51,7.9,0.056,49,206,0.9956,3.18,0.52,9.4,5,Low,Expensive,2.48427673,Medium
6.4,0.35,0.28,1.6,0.037,31,113,0.98779,3.12,0.4,14.2,7,High,Expensive,0.512820513,High
6.6,0.31,0.28,1.4,0.035,28,107,0.98836,3,0.4,13.2,6,Medium,Medium,0.466666667,High
7.4,0.25,0.37,2.6,0.05,24,132,0.99138,3.04,0.53,11.2,6,Medium,Medium,0.855263158,High
7.3,0.36,0.34,14.8,0.057,46,173,0.99751,3.14,0.57,10.2,5,Low,Expensive,4.713375796,Medium
6.7,0.31,0.3,2.4,0.038,30,83,0.98867,3.09,0.36,12.8,7,High,Expensive,0.776699029,High
8.6,0.31,0.3,0.9,0.045,16,109,0.99249,2.95,0.39,10.1,5,Low,Expensive,0.305084746,Medium
8.6,0.31,0.3,0.9,0.045,16,109,0.99249,2.95,0.39,10.1,5,Low,Expensive,0.305084746,Medium
8.6,0.22,0.33,1.2,0.031,38,95,0.99239,2.83,0.31,10.3,5,Low,Medium,0.424028269,Medium
6.9,0.14,0.29,9.9,0.056,30,91,0.99512,3.19,0.33,9.9,6,Medium,Medium,3.103448276,Medium
6.5,0.22,0.31,3.9,0.046,17,106,0.99098,3.15,0.31,11.5,5,Low,Low,1.238095238,High
6.6,0.32,0.47,15.6,0.063,27,173,0.99872,3.18,0.56,9,5,Low,Low,4.905660377,Low
6.6,0.32,0.47,15.6,0.063,27,173,0.99872,3.18,0.56,9,5,Low,Expensive,4.905660377,Low
6.1,0.28,0.26,1.5,0.03,25,101,0.98894,3.03,0.41,12.1,6,Medium,Expensive,0.495049505,High
6.2,0.3,0.28,1.6,0.036,28,106,0.988245,3.14,0.41,13.3,6,Medium,Medium,0.50955414,High
6.9,0.22,0.28,7.8,0.05,43,116,0.99326,3.22,0.6,11.5,8,High,Medium,2.422360248,High
8.7,0.31,0.21,5.6,0.039,28,67,0.99328,2.96,0.52,11,4,Low,Medium,1.891891892,Medium
7.3,0.27,0.3,1.3,0.04,26,84,0.99222,3.28,0.53,10.7,6,Medium,Medium,0.396341463,Medium
7,0.46,0.2,16.7,0.046,50,184,0.99898,3.08,0.56,9.4,5,Low,Low,5.422077922,Medium
5.7,0.23,0.25,7.95,0.042,16,108,0.99486,3.44,0.61,10.3,6,Medium,Low,2.311046512,Medium
6.5,0.36,0.36,6.7,0.185,51.5,151,0.99528,3.17,0.42,9.3,5,Low,Medium,2.113564669,Medium
8.2,0.18,0.38,1.1,0.04,41,92,0.99062,2.88,0.6,12,6,Medium,Medium,0.381944444,High
6.2,0.27,0.32,6.3,0.048,47,159,0.99282,3.21,0.6,11,6,Medium,Medium,1.962616822,Medium
6.9,0.4,0.37,8.9,0.053,36,148,0.996,3.16,0.5,9.3,5,Low,Low,2.816455696,Medium
4.9,0.345,0.34,1,0.068,32,143,0.99138,3.24,0.4,10.1,5,Low,Medium,0.308641975,Medium
7.2,0.23,0.39,1.5,0.053,26,106,0.99166,3.18,0.47,11.1,6,Medium,Medium,0.471698113,High
6.4,0.2,0.15,6.6,0.046,26,113,0.99408,2.99,0.58,9.9,6,Medium,Medium,2.20735786,Medium
6.1,0.27,0.32,6.2,0.048,47,161,0.99281,3.22,0.6,11,6,Medium,Medium,1.925465839,Medium
6.2,0.27,0.32,6.3,0.048,47,159,0.99282,3.21,0.6,11,6,Medium,Expensive,1.962616822,Medium
6,0.3,0.33,2.1,0.042,31,127,0.98964,3.32,0.42,12.5,6,Medium,Expensive,0.63253012,High
6.1,0.3,0.32,2.2,0.042,41,142,0.98952,3.31,0.44,12.7,7,High,Expensive,0.664652568,High
5.7,0.14,0.3,5.4,0.045,26,105,0.99469,3.32,0.45,9.3,5,Low,Medium,1.626506024,Medium
6.9,0.4,0.37,8.9,0.053,36,148,0.996,3.16,0.5,9.3,5,Low,Low,2.816455696,Medium
4.9,0.345,0.34,1,0.068,32,143,0.99138,3.24,0.4,10.1,5,Low,Low,0.308641975,Medium
6.3,0.33,0.2,17.9,0.066,36,161,0.9991,3.14,0.51,8.8,5,Low,Medium,5.700636943,Low
7,0.16,0.3,2.6,0.043,34,90,0.99047,2.88,0.47,11.2,6,Medium,Medium,0.902777778,High
8.4,0.22,0.3,1.3,0.038,45,122,0.99178,3.13,0.54,10.8,7,High,Low,0.415335463,Medium
6.3,0.33,0.2,17.9,0.066,36,161,0.9991,3.14,0.51,8.8,5,Low,Medium,5.700636943,Low
7,0.16,0.3,2.6,0.043,34,90,0.99047,2.88,0.47,11.2,6,Medium,Medium,0.902777778,High
5.4,0.24,0.18,2.3,0.05,22,145,0.99207,3.24,0.46,10.3,5,Low,Medium,0.709876543,Medium
7.7,0.31,0.36,4.3,0.026,15,87,0.99152,3.11,0.48,12,5,Low,Medium,1.382636656,High
5.6,0.185,0.19,7.1,0.048,36,110,0.99438,3.26,0.41,9.5,6,Medium,Medium,2.17791411,Medium
5.6,0.185,0.19,7.1,0.048,36,110,0.99438,3.26,0.41,9.5,6,Medium,Medium,2.17791411,Medium
6.6,0.43,0.24,11.9,0.04,54,159,0.99622,3.14,0.54,9.8,6,Medium,Low,3.789808917,Medium
7.6,0.39,0.46,11.7,0.084,55,170,0.99773,2.91,0.51,9,5,Low,Medium,4.020618557,Low
7.2,0.58,0.27,5.8,0.032,40,118,0.99088,3.17,0.53,13,7,High,Expensive,1.829652997,High
6,0.34,0.32,3.8,0.044,13,116,0.99108,3.39,0.44,11.8,7,High,Medium,1.120943953,High
7.5,0.35,0.48,12.4,0.056,61,176.5,0.99803,2.97,0.52,8.8,5,Low,Medium,4.175084175,Low
7.3,0.38,0.23,6.5,0.05,18,102,0.99304,3.1,0.55,11.2,4,Low,Medium,2.096774194,High
5.4,0.185,0.19,7.1,0.048,36,110,0.99438,3.26,0.41,9.5,6,Medium,Medium,2.17791411,Medium
6.3,0.27,0.51,7.6,0.049,35,200,0.99548,3.16,0.54,9.4,4,Low,Medium,2.405063291,Medium
6.5,0.29,0.52,7.9,0.049,35,192,0.99551,3.16,0.51,9.5,6,Medium,Medium,2.5,Medium
6.4,0.17,0.3,2.8,0.034,33,125,0.99152,3.03,0.49,10.4,6,Medium,Medium,0.924092409,Medium
6.7,0.18,0.31,10.6,0.035,42,143,0.99572,3.08,0.49,9.8,7,High,Medium,3.441558442,Medium
6.4,0.17,0.3,2.8,0.034,33,125,0.99152,3.03,0.49,10.4,6,Medium,Low,0.924092409,Medium
6.8,0.37,0.67,1.5,0.175,16,98,0.99244,3.06,0.56,10.3,6,Medium,Medium,0.490196078,Medium
6.3,0.27,0.51,7.6,0.049,35,200,0.99548,3.16,0.54,9.4,4,Low,Medium,2.405063291,Medium
6.5,0.29,0.52,7.9,0.049,35,192,0.99551,3.16,0.51,9.5,6,Medium,Low,2.5,Medium
6.1,0.24,0.26,1.7,0.033,61,134,0.9903,3.19,0.81,11.9,7,High,Low,0.532915361,High
7,0.32,0.29,7.6,0.025,35,124,0.99162,3.15,0.65,12.8,7,High,Expensive,2.412698413,High
6.9,0.27,0.25,7.5,0.03,18,117,0.99116,3.09,0.38,13,6,Medium,Medium,2.427184466,High
6.5,0.29,0.53,1.7,0.04,41,192,0.9922,3.26,0.59,10.4,7,High,Medium,0.521472393,Medium
6.5,0.29,0.52,1.7,0.034,41,193,0.99223,3.25,0.59,10.4,6,Medium,Expensive,0.523076923,Medium
6.1,0.22,0.25,12.1,0.035,54,135,0.99481,3.21,0.4,10.7,5,Low,Low,3.769470405,Medium
6.3,0.22,0.27,4.5,0.036,81,157,0.9928,3.05,0.76,10.7,7,High,Low,1.475409836,Medium
6.1,0.24,0.26,1.7,0.033,61,134,0.9903,3.19,0.81,11.9,7,High,Expensive,0.532915361,High
5.6,0.23,0.25,8,0.043,31,101,0.99429,3.19,0.42,10.4,6,Medium,Low,2.507836991,Medium
7,0.32,0.29,7.6,0.025,35,124,0.99162,3.15,0.65,12.8,7,High,Expensive,2.412698413,High
6.8,0.11,0.27,8.6,0.044,45,104,0.99454,3.2,0.37,9.9,6,Medium,Expensive,2.6875,Medium
6.8,0.11,0.27,8.6,0.044,45,104,0.99454,3.2,0.37,9.9,6,Medium,Low,2.6875,Medium
7.3,0.23,0.41,14.6,0.048,73,223,0.99863,3.16,0.71,9.4,6,Medium,Medium,4.620253165,Medium
6.1,0.2,0.17,1.6,0.048,46,129,0.991,3.3,0.43,11.4,6,Medium,Expensive,0.484848485,High
6.8,0.11,0.27,8.6,0.044,45,104,0.99454,3.2,0.37,9.9,6,Medium,Low,2.6875,Medium
7.3,0.23,0.41,14.6,0.048,73,223,0.99863,3.16,0.71,9.4,6,Medium,Medium,4.620253165,Medium
6.9,0.2,0.41,1.1,0.06,36,104,0.99317,2.99,0.39,9.2,5,Low,Medium,0.367892977,Medium
6.7,0.19,0.32,3.7,0.041,26,76,0.99173,2.9,0.57,10.5,7,High,Medium,1.275862069,Medium
6.7,0.28,0.34,8.9,0.048,32,111,0.99455,3.25,0.54,11,7,High,Medium,2.738461538,Medium
6.7,0.28,0.34,8.9,0.048,32,111,0.99455,3.25,0.54,11,7,High,Low,2.738461538,Medium
8,0.37,0.31,4.7,0.038,3,127,0.99186,2.9,0.72,12.1,5,Low,Medium,1.620689655,High
6.7,0.28,0.34,8.9,0.048,32,111,0.99455,3.25,0.54,11,7,High,Expensive,2.738461538,Medium
6,0.26,0.29,3.1,0.041,37,144,0.98944,3.22,0.39,12.8,7,High,Low,0.962732919,High
6.4,0.24,0.49,5.8,0.053,25,120,0.9942,3.01,0.98,10.5,6,Medium,Low,1.926910299,Medium
6.4,0.24,0.49,5.8,0.053,25,120,0.9942,3.01,0.98,10.5,6,Medium,Low,1.926910299,Medium
6.4,0.24,0.49,5.8,0.053,25,120,0.9942,3.01,0.98,10.5,6,Medium,Low,1.926910299,Medium
6.4,0.25,0.57,1,0.062,21,122,0.99238,3,0.4,9.5,5,Low,Medium,0.333333333,Medium
6.1,0.25,0.48,15.8,0.052,25,94,0.99782,3.07,0.45,9.2,6,Medium,Low,5.146579805,Medium
6.8,0.14,0.35,1.5,0.047,40,117,0.99111,3.07,0.72,11.1,6,Medium,Medium,0.488599349,High
6.5,0.38,0.26,5.2,0.042,33,112,0.99067,3.06,0.5,12.3,7,High,Low,1.699346405,High
6.8,0.14,0.35,1.5,0.047,40,117,0.99111,3.07,0.72,11.1,6,Medium,Medium,0.488599349,High
5.4,0.15,0.32,2.5,0.037,10,51,0.98878,3.04,0.58,12.6,6,Medium,Low,0.822368421,High
6.4,0.25,0.57,1,0.062,21,122,0.99238,3,0.4,9.5,5,Low,Medium,0.333333333,Medium
6.1,0.25,0.48,15.8,0.052,25,94,0.99782,3.07,0.45,9.2,6,Medium,Medium,5.146579805,Medium
6.8,0.22,0.32,5.9,0.054,40,152,0.9938,3.2,0.57,10.8,6,Medium,Medium,1.84375,Medium
7.2,0.21,0.29,3.1,0.044,39,122,0.99143,3,0.6,11.3,6,Medium,Expensive,1.033333333,High
6,0.26,0.29,3.1,0.041,37,144,0.98944,3.22,0.39,12.8,7,High,Low,0.962732919,High
6.4,0.24,0.49,5.8,0.053,25,120,0.9942,3.01,0.98,10.5,6,Medium,Medium,1.926910299,Medium
6.5,0.46,0.24,11.5,0.051,56,171,0.99588,3.08,0.56,9.8,6,Medium,Low,3.733766234,Medium
6.5,0.18,0.48,18,0.054,56,183,1.00038,2.98,0.61,8.5,6,Medium,Medium,6.040268456,Low
6.2,0.32,0.12,4.8,0.054,6,97,0.99424,3.16,0.5,9.3,5,Low,Medium,1.518987342,Medium
7.2,0.4,0.24,8.5,0.055,45,151,0.99626,3.2,0.52,9.2,5,Low,Medium,2.65625,Medium
5.9,0.23,0.24,1.6,0.037,32,115,0.99076,3.21,0.51,11.4,6,Medium,Low,0.498442368,High
6.4,0.18,0.48,18,0.054,56,183,1.00038,2.98,0.61,8.5,6,Medium,Medium,6.040268456,Low
6.2,0.32,0.12,4.8,0.054,6,97,0.99424,3.16,0.5,9.3,5,Low,Medium,1.518987342,Medium
6.4,0.37,0.12,5.9,0.056,6,91,0.99536,3.06,0.46,8.4,4,Low,Low,1.928104575,Low
7,0.23,0.42,1.1,0.062,35,100,0.99318,3.04,0.4,9.2,5,Low,Medium,0.361842105,Medium
7.2,0.4,0.24,8.5,0.055,45,151,0.99626,3.2,0.52,9.2,5,Low,Low,2.65625,Medium
7.6,0.19,0.37,13.1,0.033,52,151,0.99726,3.18,0.79,10.4,6,Medium,Medium,4.119496855,Medium
6,0.28,0.27,4.1,0.046,50,147,0.99126,3.27,0.56,11.6,6,Medium,Medium,1.25382263,High
6.2,0.32,0.45,2.9,0.029,37,94,0.98998,3.25,0.6,12.4,6,Medium,Low,0.892307692,High
7.6,0.19,0.37,13.1,0.033,52,151,0.99726,3.18,0.79,10.4,6,Medium,Medium,4.119496855,Medium
6.4,0.26,0.26,1.1,0.052,22,176,0.99304,3.09,0.54,9.3,5,Low,Medium,0.355987055,Medium
5.9,0.25,0.27,1.5,0.029,37,81,0.9892,3.2,0.46,12.2,6,Medium,Medium,0.46875,High
6.1,0.28,0.3,7.75,0.031,33,139,0.99296,3.22,0.46,11,6,Medium,Expensive,2.406832298,Medium
6.9,0.19,0.38,1.15,0.023,30,105,0.99047,3.11,0.38,11.4,5,Low,Medium,0.36977492,High
6.4,0.29,0.57,1,0.06,15,120,0.9924,3.06,0.41,9.5,5,Low,Medium,0.326797386,Medium
6.8,0.27,0.22,17.8,0.034,16,116,0.9989,3.07,0.53,9.2,5,Low,Low,5.798045603,Medium
7.5,0.26,0.38,5.7,0.021,23,125,0.99338,3.13,0.62,11.1,6,Medium,Medium,1.821086262,High
6.8,0.27,0.22,17.8,0.034,16,116,0.9989,3.07,0.53,9.2,5,Low,Medium,5.798045603,Medium
6.4,0.2,0.22,7.4,0.032,53,172,0.99404,3.24,0.58,11,6,Medium,Medium,2.283950617,Medium
7.3,0.33,0.22,1.4,0.041,40,177,0.99287,3.14,0.48,9.9,5,Low,Medium,0.445859873,Medium
7.3,0.34,0.22,1.4,0.044,43,176,0.99286,3.14,0.46,9.9,5,Low,Medium,0.445859873,Medium
6.4,0.29,0.57,1,0.06,15,120,0.9924,3.06,0.41,9.5,5,Low,Medium,0.326797386,Medium
6.1,1.1,0.16,4.4,0.033,8,109,0.99058,3.35,0.47,12.4,4,Low,Medium,1.313432836,High
6.3,0.24,0.29,1.6,0.052,48,185,0.9934,3.21,0.5,9.4,5,Low,Medium,0.498442368,Medium
6.2,0.24,0.22,7.9,0.053,45,149,0.99545,3.23,0.52,9.3,5,Low,Medium,2.445820433,Medium
7.4,0.16,0.27,15.5,0.05,25,135,0.9984,2.9,0.43,8.7,7,High,Medium,5.344827586,Low
7.4,0.16,0.27,15.5,0.05,25,135,0.9984,2.9,0.43,8.7,7,High,Medium,5.344827586,Low
7.4,0.16,0.27,15.5,0.05,25,135,0.9984,2.9,0.43,8.7,7,High,Medium,5.344827586,Low
7.4,0.16,0.27,15.5,0.05,25,135,0.9984,2.9,0.43,8.7,7,High,Medium,5.344827586,Low
7.2,0.17,0.28,17.55,0.05,33,154,0.99971,2.94,0.43,9,7,High,Low,5.969387755,Low
6.9,0.19,0.35,13.5,0.038,49,118,0.99546,3,0.63,10.7,6,Medium,Low,4.5,Medium
6.9,0.19,0.35,13.5,0.038,49,118,0.99546,3,0.63,10.7,6,Medium,Medium,4.5,Medium
6.8,0.16,0.36,1.3,0.034,32,98,0.99058,3.02,0.58,11.3,6,Medium,Medium,0.430463576,High
7.4,0.16,0.27,15.5,0.05,25,135,0.9984,2.9,0.43,8.7,7,High,Expensive,5.344827586,Low
6.8,0.3,0.27,11.6,0.028,22,97,0.99314,2.96,0.38,11.7,6,Medium,Medium,3.918918919,High
6.2,0.24,0.22,7.9,0.053,45,149,0.99545,3.23,0.52,9.3,5,Low,Medium,2.445820433,Medium
7.4,0.16,0.27,15.5,0.05,25,135,0.9984,2.9,0.43,8.7,7,High,Medium,5.344827586,Low
